MONTH,YEAR,ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,ASSAM & MEGHALAYA,BIHAR,CHHATTISGARH,COASTAL ANDHRA PRADESH,COASTAL KARNATAKA,EAST MADHYA PRADESH,EAST RAJASTHAN,EAST UTTAR PRADESH,GANGETIC WEST BENGAL,GUJARAT REGION,HARYANA DELHI & CHANDIGARH,HIMACHAL PRADESH,JAMMU & KASHMIR,JHARKHAND,KERALA,KONKAN & GOA,LAKSHADWEEP,MADHYA MAHARASHTRA,MATATHWADA,NAGA MANI MIZO TRIPURA,NORTH INTERIOR KARNATAKA,ORISSA,PUNJAB,RAYALSEEMA,SAURASHTRA & KUTCH,SOUTH INTERIOR KARNATAKA,SUB HIMALAYAN WEST BENGAL & SIKKIM,TAMIL NADU,TELANGANA,UTTARAKHAND,VIDARBHA,WEST MADHYA PRADESH,WEST RAJASTHAN,WEST UTTAR PRADESH
JUL,1968,519.3,404.8,494.1,329.6,354.9,170.2,1550.5,355.8,296.2,311.3,418.2,279.1,211.2,277.2,259.3,351.5,1308.9,1134.7,439.8,238.9,219,531.9,162.3,311.6,239.4,77.9,104.9,284.1,827.6,53.7,188.6,393.6,291.4,404.1,96.8,319.3
AUG,1968,242,227.5,346,293.1,269.9,45.5,456.3,281.3,181.3,251.1,472.2,297.1,90.1,181.1,183.2,420.5,380.7,318.7,84.1,213.3,63.6,391,47.6,335.4,142.1,13.6,165.2,124.7,594.2,65,52.3,280.6,210.5,291.9,24.5,205
SEP,1968,496.8,243.5,231.7,79.2,210.7,164.8,304.9,151.5,10.7,104.1,115.2,45.8,0.1,16.3,20.9,97.2,325.4,202.1,202.8,172.1,210.6,178.3,202.5,236.6,0.5,150.4,24.2,209.7,514.8,137.7,231.4,109.6,193,94.1,0.6,64.7
OCT,1968,281.6,75.8,113.8,113.3,59.7,197.2,221.4,20.4,4.9,32.9,115.9,10.3,7,47.2,65.6,71.2,178.9,130.4,46.5,60.6,24.5,68.9,98.5,191.6,11.7,113.7,5.1,99.3,314.3,111.8,82.7,13,23,14.1,0.7,15.6
NOV,1968,152,12.5,23.9,0,0.7,78.1,30.1,0,0,0,37.8,0.1,0,9.1,29.8,0.5,119.4,8.6,31.4,15.1,26.3,28.7,29.9,45.5,0.5,83.6,0.6,23.4,87.3,121.1,15.8,1.4,4.7,0,0,0
DEC,1968,119.2,8.4,2.3,4.9,3.9,4.8,0.1,1.5,0.2,2.3,0.6,0,2,58.8,58.2,3.7,32.7,0,42.9,0.3,0.3,0,0.3,0.7,7.8,66.8,0,3.4,0.5,72.7,0.1,38.9,4.3,0.4,0,1.5
JAN,1969,106.3,19.2,27.4,5.2,6,0.2,0,8.3,3.5,2.8,4.7,0,1.5,66,81.2,6.2,2.7,0,30,0.2,0,20.1,0,0.7,14.2,0,0,0,11.5,1.5,2.2,79.8,1.5,5.7,1,5.8
FEB,1969,64.7,10,1.8,9.3,1.6,0.4,0,2.7,1.1,2.6,5.1,0.2,6.8,78.6,139.7,4,6.4,0,4.1,0,0,2.4,0,1,21.7,0,0.2,0,2.8,7.2,0,43.1,0,0.3,1.2,3
MAR,1969,14.6,33.8,99.7,9.7,0.6,2.7,1.2,1.1,1.7,2.9,20.9,0,9.7,72.7,112.1,5,19.4,0,0,1.4,0.2,124.6,4.1,4,24.4,0.9,0,2.3,45.1,3.5,1.4,49,0.6,0,1.1,10
APR,1969,20.8,127,178.7,20.7,18.7,5.6,44.8,0.7,1.9,7,80.2,0,3.6,130.4,174.1,34.7,117.2,1.1,63.3,5.8,0.1,189.8,14.9,27.3,12,5,0,37.8,77.5,32.1,9.6,60.7,4,0.2,1,4.8
MAY,1969,317.3,202.3,254.1,64.4,46.2,262.6,49.9,9.7,4.9,37.3,89,0,21,111,107.7,86.1,227.4,2.4,237.9,4,2.7,73.5,40.6,80.7,17.2,55.3,0,101.9,273.3,57,53.3,77,9.6,0.8,2.7,16.6
JUN,1969,422.8,412.3,567.2,193.1,121.8,125.1,704.8,41.7,16.7,59.2,139.8,100.5,11.3,31,33.3,130.2,550.5,666.5,125.6,140.1,120.8,606.6,89.4,158.6,10.8,61.2,44.2,100.8,504.8,30.4,103.2,89.6,98.6,47.9,3,17.1
JUL,1969,345.2,405.1,461.1,348.4,442.4,192.4,1253.9,553.4,226.4,370.1,276.2,331.3,130.9,201.8,156.6,299,818.8,1282.2,149,307.1,222.6,868.3,151.1,432.5,145.9,118.1,176.3,289.5,550.5,60.9,265.5,381,371,393.4,48.8,311.4
AUG,1969,281.4,333.9,446.7,379.4,291.4,99.8,488.2,392.8,258.5,322.2,418,154.6,132.7,306.7,176.4,337.4,284.8,527.1,225.3,248.3,148.3,1347.2,159.2,293.5,122.9,126.6,35.5,216.3,448.2,139.7,186.4,483.5,200,395.9,43.5,262.4
SEP,1969,489.8,241.4,185.4,219.1,211.4,122.7,542.7,198.3,117.2,200.5,300.9,191.9,158.8,117.2,45,209.4,216.4,586,95.9,234,277.1,228.1,121.5,197.7,120.9,49.3,26.9,104,431.2,36.8,278.8,345.6,281.5,226.5,15.5,231.2
OCT,1969,146.8,42.9,80.9,15.3,18.5,208,163.4,0,0.1,6.8,45.9,0,0.3,8.4,62.8,25.1,235.6,37.9,162.3,20.1,14.7,126.3,113.7,41.8,1.1,258.1,0.3,174.8,45.8,275.1,56.1,25.3,5.4,0,1,0.4
NOV,1969,343.7,34.8,27.5,23.6,6,201.7,82.6,33.2,2.1,13.3,23.2,7.2,0.6,2.4,5.6,20.9,119.4,23.2,157.5,22.3,38.1,23.2,33.5,38.9,3.7,109,6.4,51.4,34.1,190.5,64.4,0.2,19.4,45.8,0.1,15.4
DEC,1969,65.8,15.1,1.8,0.3,7.9,58.5,11.4,0,0,0,0.2,3.2,0,1.5,1.1,0.1,66.3,0.9,165.2,0.9,0,0,1.3,6.4,0,58.8,0.2,27.7,0,127.1,26.2,1,1.3,0.3,0,0
JAN,1970,72.2,49.2,47,22.1,12.1,0.9,0,60.6,6.7,31.3,10.8,0.2,35.4,116.5,51.7,24.3,12.9,0,18.7,1,8.4,45.8,0.4,4.6,40.1,0.1,0.1,1.4,18,15.9,6.9,85.9,15.9,19.9,4.5,37.8
FEB,1970,34,78.8,35.8,13.4,11.9,9.7,0,29.4,25.3,41.3,15.1,1,35.4,39,44.5,16.6,17.6,0,6.3,0,0,306.3,0.2,27.5,20.6,14.2,0.1,5.4,13.4,18,0.7,44,1,12.1,18.4,44.6
MAR,1970,7.8,57.4,89.7,3.2,44.9,22.3,2,36.3,1.7,8.4,30.8,0.1,9.4,37.9,94.1,28,25.8,0,13.8,0.6,2.8,103.6,1,47.2,7.3,2.9,0.4,4.3,7.6,9.2,4.5,32.7,18.3,8.3,2.3,9.3
APR,1970,58.2,108.8,204.8,17.9,18.9,18.7,30.9,1.4,0.1,2.1,16.8,0.1,0,7.3,36,8.4,132.7,1.5,32.3,17.9,7.5,160.1,31.5,32.3,0.3,12.3,0.2,49.5,162.5,61.8,22.5,5.7,4.2,0.5,0.2,0.1
MAY,1970,422.7,213.4,493.4,39.2,23.2,95,260.4,12.5,5.8,30.3,63.5,5.3,11.5,43.5,37.5,29.7,289.1,74.5,164.9,39.1,30.2,315.9,76.5,60.8,12.8,76.7,7.6,129.6,162.7,85.4,45.8,68.9,17.5,12.2,3.9,15.5
JUN,1970,407.3,409.6,658.3,194.6,237.9,174,843.7,198.2,91.7,178.1,323.2,262.6,67.2,163.2,79.5,182.4,535.3,963.3,322.1,195.4,215.1,541.7,80.7,307.9,119.8,57.7,70.2,99.5,556.6,51.6,205.5,192.9,304.1,254.4,32.9,129
JUL,1970,564.6,377.9,475.3,284.2,453.2,182.5,1259.2,268.5,146.3,197.9,285,261.2,65.7,223.4,67.2,300,558.1,993.8,484.4,200.1,103.9,976.7,131.5,307.8,75.4,107.5,215.7,210.1,731.2,88.9,135.6,319.2,211,186.5,63,133.6
AUG,1970,342.9,245.4,389.2,235.6,443.1,243.5,1130.5,481.2,318.9,226.1,219.8,495.8,207.9,280.4,99.8,252.8,554.8,1164.8,284.6,254.9,344.9,836.7,199.9,348.8,260.7,201.3,327.5,206.4,425.4,98.5,345.8,355.3,435.6,346.6,162.8,316.3
SEP,1970,423.5,287.4,390.7,229.5,236.4,133.3,328.7,250.6,117.3,365.5,472.6,321.8,104.9,164.4,84.4,380.7,212.5,312.7,228.9,161.3,178.1,486.2,173.2,205.9,109.4,131.2,196,129,560.8,102.4,176.1,157.8,223.3,265.8,67.5,160.8
OCT,1970,386.6,138.6,246.4,34.5,19.9,183.3,157.8,3.6,4.6,51.2,195,5.8,0.8,6.6,57.3,67,278.3,85.8,126.9,70.9,19.9,425.6,95.7,66.9,4.2,107.9,17.7,217.6,60.7,195.1,26.8,30,9.6,6.8,0.2,16.9
NOV,1970,418.4,6.9,17.8,0.4,0,0.8,28.7,0,0,0.1,15.8,0,0,0.2,0,1.5,80.5,0,81.2,0,0,116.7,0,2.4,0,64.1,0.1,20.9,3.3,199.9,0,0.8,0,0,0,0
DEC,1970,232.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,4.9,0,5.7,0.2,18.9,0,0,1,0,0.2,0,0.5,0,0.2,0,15.3,0,0.2,0,0,0,0
JAN,1971,41.5,56,36.9,17.3,20.3,1,0,34.6,2.8,15.7,30.6,0,17,53.1,28.1,43.4,31.6,0,3.8,0,0.2,28.4,0.9,16.1,5.2,3.6,0.3,2,28.4,19.3,7.3,52.4,3.7,5.4,3.4,10.9
FEB,1971,32.8,67.8,18.4,14.6,24.8,26.4,0.1,8.3,0.7,11.6,14.2,0.1,18.9,76.5,112,24.3,18.5,0,12.3,0,0.1,67.6,0,23.5,42,4.8,0,5.3,21.3,11.1,7.5,101.4,12.8,2,0.4,12.5
MAR,1971,37.7,47.1,37.6,5.1,11.6,12.7,0.4,11.4,0.1,7.1,4.8,0,1.1,13.7,10.4,2.1,20,0,5.4,0.1,1.3,12.4,0.3,1.9,3.3,20,0,2.7,63,37.8,6.3,45.3,21.2,1.2,0.2,2.9
APR,1971,35.3,121.8,142.9,91.4,48.8,104.1,23.5,13.6,1.2,39.6,174.2,0.3,7.5,57.5,111,95.6,113,0.3,25,3.8,0.1,312.6,23.9,76.9,11.8,27.7,0.3,37.9,239.8,40.6,6.9,69,12.4,2.8,1.1,11.5
MAY,1971,398,222.4,236.3,81.5,68.6,88.3,268.3,30,33,54.5,122.1,5,58.7,71.8,34.5,83.5,317.5,85.1,271.6,43.3,38.8,248,69.3,82.2,42.6,52.1,2,100.5,244.5,75.7,37.8,270.2,26.7,17.7,23.9,44.7
JUN,1971,394.6,446,437.1,278,384.1,86.4,1113.2,356.6,171.3,202.5,260.3,176.2,61.3,252.7,93.2,272.3,889.6,1011.9,333.9,155.6,83.2,543.2,102.2,290.8,99,35.3,147.1,204.5,757.6,46.9,139.9,297.8,193.6,183.9,69.9,139.1
JUL,1971,421.1,385.5,407.9,307,354.6,99.8,1017,507.9,288.9,295.3,472.5,253.6,148.4,352.8,117.6,503.1,648.6,650.8,308.1,124.9,24.3,624,53.7,290.9,251.4,60.5,176.8,174.9,599.5,87.2,114.1,332.8,124.3,446.9,83.7,284.6
AUG,1971,327.9,288.2,474.8,367.9,398.8,205.3,532.6,286.3,155,386.7,573.4,194.1,259.2,301.2,192.7,526.1,385.2,602,349.6,204,220,553.1,121,411,255.9,98.5,134.1,180.7,542,127.8,144.3,377,259.2,220.3,46.4,280.5
SEP,1971,470.2,239.6,231.6,129.2,127.9,222,215.6,159.2,117.2,221.8,252.8,134.9,51.6,67,13.5,237.5,331.2,362.6,281.8,185.6,131.5,421.2,109,171.5,27.2,90.7,52.2,161.7,375.4,109,97.2,155.9,119.5,209.6,20.5,125.7
OCT,1971,505.3,235.1,199.5,138.6,89.6,186.2,55.2,110.9,13.6,75.8,163.5,5,11.3,13.8,3.6,104,220.9,40.4,113.8,56,108.4,171.3,131.2,229.9,1.6,163.4,0.9,122.3,328.7,221.3,167.9,79.5,108.9,45.6,2.2,84.3
NOV,1971,178.4,67.8,80,1.9,4.7,1,7,0,0.6,0.5,31.4,0,1.8,12.2,27.1,6.7,38.3,0.9,63,0,0,94.6,0.6,2.1,8.1,40.8,0,17.4,24.8,71.3,0,22,0,0.2,0,6.2
DEC,1971,155.9,7.3,12.1,0,0,0,2.5,0,0,0,0,0,0,2.6,20.8,0.1,62.3,0,133.1,0,0,4.5,0,0,0,23.8,0,10.3,1.9,199.6,0,0.3,0,0,0,0
JAN,1972,13.7,39.2,18,12.9,0.1,0,0,0.4,0.4,9.7,2.8,0.1,6.8,55,70.2,8.6,2.6,0,0,0,0,4.5,0,0,9.1,3.2,0.1,0,9.4,4,0,30.3,0,0.1,1.1,4
FEB,1972,1.7,114.2,39.6,38,19.2,32.5,0.5,10.4,4.4,23.4,43.1,2,12.1,77,128.5,46.5,7.5,0.1,1.1,0.2,0,46.3,2.4,22,31.9,0.7,3.4,1.1,41.6,1.2,14.6,91.7,1.1,3.7,0.8,26.3
MAR,1972,7.5,108.3,99.3,2.7,1.2,0,0.2,0.1,0,3,4.1,0,5.6,55,169.3,0.2,2.5,0,0,0,0,32.8,1.3,2.6,10.8,0,0,0.1,52.1,1,0.1,44.7,0,0.1,0,4.5
APR,1972,178.3,231.5,260.3,3.2,15.2,32.1,17,2.3,1.1,1.1,16.4,0,11.6,82.1,119.5,9.1,87.5,0.6,11.4,4,0.1,145,19.5,25.9,6.5,13.8,0,26.9,134.3,14,12.7,50.5,3.8,0.1,2.4,3.1
MAY,1972,420.2,299.5,339.3,3.4,6.2,20.7,153.4,0.2,0.8,1,25.1,1.8,0.1,21.3,84.1,3.2,436,10.7,81.3,13.8,3,169.1,45.9,16.3,0.1,89.2,0.3,190.5,287.5,151.1,12.2,7.4,3.4,1.9,1.4,0.4
JUN,1972,470,314.4,576.2,56.7,123.9,125.1,716.9,54.1,72.4,26.9,125.9,87.8,24.9,43.8,31.8,75.9,401.8,662,349.2,90.4,115.1,235.6,79.4,133.9,23.8,110.8,87,153.6,457.2,55.1,162.8,62.8,139.8,92,35,31.9
JUL,1972,544.6,438.3,441,163.4,319.4,121.3,1068.8,207.7,86.7,185.8,288.3,208.4,137.1,184.2,122.4,248.5,714.4,731.6,197.3,195.1,41.9,262.7,100.8,333.9,192.9,30.8,98.8,214.6,590.3,49.2,183.9,315.4,197.7,161.5,39.1,165.9
AUG,1972,384.9,270.7,271,154.9,392,80.8,522.9,555.7,259.9,208.3,543.2,180.4,186,159.9,142.8,352.7,294.9,293.9,172.5,99.3,85.3,270.8,40.7,383.4,132.3,27.4,24.9,97.6,335.1,42.7,93.9,218.8,280.8,421.3,102.4,211.5
SEP,1972,444.5,334.5,227.1,209.7,232.4,191.6,131.2,140.8,21.9,167.8,222.5,23,12.6,57.6,67.5,175.1,185.7,138.8,152,88.1,65.3,129.6,126.3,282.7,26.1,131.5,7.2,176.2,407.1,175.3,71.3,212.6,60.7,74.4,2.2,119
OCT,1972,263.8,83.3,99.1,48.4,49.2,324.2,201.6,25.4,3.3,24.6,59.7,0.2,7.7,31.1,96.7,54.4,351.5,8.5,219.2,7.3,4.2,45,47.2,83.1,7.9,218.1,0.4,135.7,86.8,273.1,64.8,18.8,20.9,3.9,0.5,7.5
NOV,1972,413.9,25.9,2.9,24.6,36.3,86.8,38.7,34.9,3.3,14.8,2.1,0,33.1,21.3,25.8,21.6,140.5,26.8,94.2,21.6,28.4,12.5,34.4,40.9,19.6,108.3,0,26.3,12.3,126,49.7,7.9,28.5,10.1,0.6,9.4
DEC,1972,180,21.5,5.3,0,3.9,13.3,5.8,6.2,0.1,0.4,0,0,3.2,54,87.1,0.4,114.3,0,9.4,0.1,3.8,0,1.4,0.3,10.1,92.3,0,41.5,0.9,200.6,4.8,17,4.2,1.1,0.4,1.6
JAN,1973,18.1,136.4,9.8,22.9,3.8,0,0,1,3.3,11.7,1.3,0.2,15.8,116.8,134.1,10.6,0,0,0.3,0,0,16.8,0,1.7,26,0,0.8,0,13.8,0.3,0,73,1.7,0.1,0.6,7.5
FEB,1973,20.3,147.1,82.8,10.2,10,0.4,0,29.3,3.2,18.3,8.9,0.7,5.2,80.6,83.4,15.2,0.3,0.4,5.8,3,0.7,46,0,5.7,32.4,0,0.1,0,35.9,0.2,0,65.7,5,5.2,0.4,12.7
MAR,1973,30.5,82.3,28.9,3.8,2.6,12,0,0.1,0.6,0.7,67.6,0.1,3.2,68.4,131.3,23.9,12.3,0,0,1.8,0,29.3,0.2,33.4,8.2,0.1,0,0.2,40.8,5.3,1.7,47.8,0.3,0,0,2.6
APR,1973,29.6,215.3,252.1,4.4,3.1,1.1,15.3,1,0.1,0,26,0,0.5,15.7,65.9,7.1,131.5,0,40.7,3.2,3.8,135.3,10.1,8.7,1.8,1.5,0,21.8,82.9,20.7,5.5,1.8,2.3,0.3,0,0
MAY,1973,418.6,256.5,324.5,65,6.9,45.2,83,1.1,12.8,17.9,134.2,1.3,32.9,40,57.2,56.4,119.9,3.1,96.3,10.1,0.6,329,29.7,67.5,41.2,30.2,0.5,102.4,324.3,57,6.4,44.8,1.5,2.6,10.9,7.9
JUN,1973,488.6,571.1,634.4,200.9,97.9,73.3,765.5,54.8,36.1,119.7,204.2,97.3,75.1,99.1,29.1,184.3,617,455.9,260.5,124.7,112.3,367.2,136.2,103.2,111.4,51.1,50.8,214.9,679.8,63.5,110.5,254.3,75.1,74,15.8,79.9
JUL,1973,371.4,284.8,364.6,185.1,429.3,158.6,982.1,440.4,260.2,245.1,304.9,301.4,118.3,167.8,180.9,224.3,583.5,922.1,299.9,312,203.1,260,101.3,434.9,170.5,80.4,177.2,232.7,426.5,92.3,239.4,265.9,428.5,553.1,64.8,263.5
AUG,1973,370.3,271.3,395,258.9,401.9,178.4,915.9,430.2,380.9,257.8,335,364.5,189.8,213.9,299.7,294.6,487.5,910.6,437.9,243.9,334.9,323.9,154,380.9,256.3,150.2,78.6,220.8,424.7,87.6,367,297.9,346.4,478.8,311.3,292
SEP,1973,357.5,258.3,348.6,271.4,286.5,132.5,178.5,205.2,242.4,174.5,401.6,387,57.6,86.3,45.5,365.4,61.3,437.4,57.3,172.8,115.6,232.7,100.6,266.5,43.3,141.9,75.3,118,474.1,130.4,83.5,130.8,136.4,256.6,48.8,87.1
OCT,1973,247.2,110.2,128.7,158.2,223.3,233.7,140.7,81.7,6.7,109.7,206.6,7.1,19.7,32.1,21.6,245.1,260.8,103.6,150.9,104.8,99.3,159.7,212.5,244.7,19.6,164.1,7,140.5,281.3,195.2,223,46.8,163.4,26.2,0.4,51
NOV,1973,349.8,88.9,67.4,8.3,2,23.5,39.6,0,0,0.1,20.9,0,0,5.4,0,13.7,84.5,2.9,108.1,3.9,1,162.6,5.6,13.3,0,34.2,0,26.5,16.6,79.1,5.3,1.6,1.4,0.2,0,0.1
DEC,1973,289.1,35.4,35.3,0,0,0.3,5.4,7.6,1.9,0.1,23.9,0.1,9,29.1,51.8,0.6,53.8,0.2,99.7,0.4,0,43.6,0.5,13,32.4,35.7,0,8.7,3.9,127.1,0.1,9.2,0.5,9.8,1.8,1.7
JAN,1974,22.2,130.9,31.6,3.9,0,0.1,0,0.2,0,0.5,3.6,0,0.5,75,118.1,2.6,1.6,0.7,0,0,0,8.9,0,0,3.2,0,0,0.1,19.1,0.6,0,56.8,0,0.2,0,0.2
FEB,1974,43.9,95.4,11.4,0.7,6.6,1.5,0,6.8,0,3.2,0,0,1.3,44.6,100.6,0.5,5.4,0,16.8,0.1,0.4,2.4,0,1.3,2,0,0,0,2.5,8.9,0,28,4.8,0.6,0,0.7
MAR,1974,17.2,127.8,78.7,21.9,2.5,11.2,5.5,1.3,0.4,4.9,83.1,0,1.6,33.7,64.3,24.3,16,0,0.8,2.5,0.4,98.7,5,27.4,3.1,0,0,4.3,94.4,6.7,1.8,18.2,1.2,0.3,0,0.8
APR,1974,301.4,272.6,255.8,9.9,1.5,12.9,25.8,0.1,0.2,0.2,29.8,0.6,0.9,24.6,46.2,3.3,128,6.8,35.4,14.6,2.9,160.7,23.9,12.1,1.3,7.8,0.2,34.5,210.8,30.4,7,12.2,0.5,0.7,1,0.1
MAY,1974,353.3,248.3,369.4,39.1,9.2,34.9,168.1,4.2,18.1,7,94.5,51.3,4.6,41.8,76,51.9,221.5,73.9,171.9,60.9,36,218.8,83.9,44.8,6.9,61.7,10.3,113.2,339,59.5,32.9,22.1,12.6,14.6,23,7.9
JUN,1974,343.8,466.7,627,129.4,115.6,120.4,474.7,98.8,30.6,53.3,96.4,22.1,37.9,76.4,122.3,64.9,266.9,508.2,277.6,77.5,98.4,438.1,93.3,128.9,71,67.3,16.1,71,508.1,40.6,111.1,86.5,93.2,40.8,21.2,25.8
JUL,1974,257.1,648.9,789.3,451.6,253.4,126.3,1465.9,303.2,297.8,375.6,438.5,135.5,201.5,168.8,90.1,334.9,1004.2,1133,491.6,217.9,100.7,517.3,98.9,223.3,136.7,94.5,56.4,281.8,826.8,79.8,113.1,392.9,211,289.5,87.1,356.6
AUG,1974,456.2,446.8,510.9,317.5,353.3,132.8,741.7,420,165.4,257.4,317.1,103,94.5,204.6,49.1,331.7,533.6,774.4,165.7,184.7,123.2,361.5,92.2,306.5,101.3,68.5,26.1,166.7,673.7,63.5,171.9,347.3,281.4,372.9,18.5,191.5
SEP,1974,321.6,461.2,429.1,229.2,100.4,194.3,361.8,55,19.2,126.6,262.7,68.7,12.2,30.5,44,235,383.6,351.1,258.3,201.5,154.4,273.4,242.5,131.7,14.4,204.9,45.6,235,480.8,178,124.8,102.6,68.1,65.3,6,27.6
OCT,1974,398.4,121.1,271,28,97.3,274.2,182.4,76.3,77,38.2,140.3,38.6,16.4,28.8,12,76.6,142.1,238.6,65.9,152,134.1,167.8,176.9,103,0.6,194.1,29.6,138.2,175,114.8,261.6,46.9,162.6,89,6.7,39.1
NOV,1974,372.2,14,27.1,0.3,11.3,36.3,7.6,5.1,0,1.5,4.6,0,0,2.4,0.6,0.3,61,0,20.1,0.1,0,81.8,0.5,8,0,29.5,0,6.6,3,47.8,6,4.5,5.4,0.8,0,0
DEC,1974,74.8,30.3,2.3,3.7,0,0,0,0.2,3.2,13.7,0,1.5,13.5,45.1,79.2,1,3.6,0,7.2,0,0,0.2,0,0,15.8,0,0.4,0,8.3,22.2,0,43.6,0,1.9,0.8,18.6
JAN,1975,276.9,17.3,10,9.1,9.7,0.2,0.3,11.8,1.2,13.5,9.9,0,20.3,137.8,71.5,17.2,5.2,0,8.6,0.4,2.1,1.2,8.2,1.8,21.1,0.8,0.7,4.1,20.4,6,12.9,75.4,3.5,1.2,1.1,13.4
FEB,1975,27.5,76.9,22.3,4.1,7.4,10.5,0,11.3,0.5,7.6,18.7,0,2.9,124.7,94.3,13.4,21.4,0.1,0.7,1.1,8.3,24.5,1.1,17.7,20.4,0.1,0,3.2,29.9,4.3,10.5,70.5,22.4,3.4,0.3,7.8
MAR,1975,8,101.7,18.8,12,11.3,0.3,7,13.1,1.4,13.1,10.6,0.7,9.3,126.3,180.1,26,63.4,0,18.4,0.1,7.3,17.5,5.6,21.5,20,4.9,0,15.5,15.6,34.8,7.7,69.6,7,0.6,0.8,7
APR,1975,24.2,165.1,227.9,11,3.7,2.6,8,0.1,0.2,0.8,38.1,0,0.3,25.4,83.5,10.1,123.8,1,92.9,1,0,164.2,7.2,18.2,1.3,3.8,0,21,83.7,20.8,3,1.1,1.1,0.2,0.1,0.8
MAY,1975,362.9,188,321.2,34.4,8.7,33.5,103,1.4,2.3,8,65.8,0.1,5.6,35.1,98.4,30.1,162.2,13.6,282.2,15.4,11.3,243.7,59.6,18.4,3.3,46.8,0,93,251.1,80.8,21.8,36.4,6.4,3.4,2.7,2.5
JUN,1975,706.3,268.5,337.6,143.2,202.5,200.7,1327.8,190.4,87.1,234.9,156.6,156,57.9,86.9,39.6,121,864.4,856.9,250,165.6,117.2,348.8,104.2,193.3,60,46,101.2,224.8,493.2,46.8,138.8,219.9,264.3,136.2,56.8,159.7
JUL,1975,173.6,427,522.4,403.1,403.3,154.2,1095.5,371.8,271,405.9,364.9,219.5,182.6,214,262.7,477.6,531.3,1027,278,228,249,526.6,238.6,279.5,230.6,176.9,87.5,260.6,808.2,129.1,269.4,403.1,321.3,265.4,184.6,273.1
AUG,1975,357.4,185.2,314.8,155.2,421.3,210.9,958.6,568.5,317.6,312.5,331.1,449.6,180.1,191.8,256.5,339.2,675.9,848,348.4,223.2,231.7,252.9,109.6,437,195.1,133.7,189.3,252.8,263.8,121.3,194,359.6,316,357.7,145.6,245.6
SEP,1975,351.8,297,299.1,245.3,265.7,230.8,537.1,171.8,173.9,188.9,286.3,318.5,142.4,95.3,73.5,224.3,457.7,556,299.5,242.8,309.9,278.9,214.8,251.7,148.8,156.7,200,224,515.7,147.8,347,322.8,288.9,245.3,135.2,256.9
OCT,1975,373.6,451.6,172.7,51.7,140.8,300.8,199.5,94,42.6,40.3,141.6,48.2,20.6,13.8,1.8,102.5,368.9,192.7,111.6,158.3,113.9,205.1,323.1,135.1,5.2,345.5,103.3,157.7,174.6,165.3,204.9,21.8,92.8,51,26.2,22.6
NOV,1975,323.7,21.5,18,0,0.9,47.6,63.1,0.1,0.1,0,42.6,0,0,0.2,12.8,0.1,204.3,20.2,155.2,4.8,0.1,146.1,21.6,17.5,0,121,0,76.3,1,130.3,5.7,0,0.3,0,0,0
DEC,1975,99.7,13.6,5.8,0,0,0.3,0.1,0,0,0,0,0,0,2.7,5.8,0,19.9,0,45,0,0,0.3,0.1,0.3,0,5.3,0,1.3,6.6,36.4,0,0,0,0.3,0.5,0
JAN,1976,20.9,8.9,5.7,2.3,0.4,0,0,13.5,8.7,6.1,0,3.2,8.8,66.7,96.6,0,0.1,0,10.3,0.1,0,3.3,0,0,29.2,0.9,1,0,8.8,1.2,0.2,12.7,2.1,7.3,4.2,1.5
FEB,1976,9.7,112.9,36.3,12.4,4.1,1.1,0,2.4,6.4,3.5,32.8,0,23.1,105.5,156.4,23.1,1.5,0,0,0,0.2,51.3,0,10.1,53.7,0,0.1,0.1,51,0.2,0,58.4,0.1,0.7,4.7,11.9
MAR,1976,0.6,168,92.6,0.9,1.1,2.7,8.1,5.6,0.1,0.2,20.7,0,6.8,126.6,116.8,7.2,21,1.6,1.1,6,3.2,113.7,5.5,10.5,22.7,0,1,2.6,27.3,8.4,1,31.2,4.7,3.4,0.4,2.9
APR,1976,161.6,229.3,139.4,8.9,15.9,22.7,20.3,14.6,1.4,5.7,47.5,0,2.7,49.1,72.4,25.2,134.5,0.4,72.9,3.4,7.4,187.8,35.1,25.9,9.4,11.7,0,66.9,112.8,50.1,25.6,22.1,11.5,3.8,2,2.3
MAY,1976,551.4,210.7,179.5,80.1,12.6,36.9,35.8,10.7,12.2,23.4,133.1,0.2,32.4,30.1,41.1,58.2,75.8,4.5,85.3,3.3,2.9,287.1,11.1,57.9,12.5,14.6,0,25.9,303.5,33.8,10.7,40.5,4.6,8.4,10.2,11
JUN,1976,441.4,506.3,509.7,147.1,100,78.4,492.7,84.7,90.8,61.4,148.9,342.5,80.2,85.5,47.6,107,196.8,635.1,260.7,283.6,92.1,861.1,82.5,108.1,63.1,70.4,103.7,64,649.2,48.6,85.7,87.6,90.8,158.9,39.7,69.8
JUL,1976,382.1,375.4,390.5,221,569,199,1187.1,370.6,201.2,254,296.6,584.4,216.2,368.9,108.2,297.5,641.5,1279.2,329.2,315.6,213,507.8,131.6,347.8,195.3,134.7,237.8,203.7,531.9,64,471.7,269.2,386,261.3,93.6,228.8
